Subject#	Target_color	Block#	Trial#	Numerosity	N_target	P_true	P_reported	RT	
8	2	3	272	600	396	0.66	0.78	1.84122	
8	2	3	273	300	147	0.49	0.43	2.48569	
8	2	3	274	300	51	0.17	0.22	1.29156	
8	2	3	275	600	486	0.81	0.83	2.78567	
8	2	3	276	500	220	0.44	0.33	0.884572	
8	2	3	277	400	32	0.08	0.18	1.59967	
8	2	3	278	500	140	0.28	0.44	15.0681	
8	2	3	279	200	86	0.43	0.22	1.69855	
8	2	3	280	300	159	0.53	0.45	1.26112	
8	2	3	281	200	28	0.14	0.13	1.50002	
8	2	3	282	600	66	0.11	0.11	0.782823	
8	2	3	283	500	235	0.47	0.68	1.52947	
8	2	3	284	400	236	0.59	0.44	1.3373	
8	2	3	285	500	225	0.45	0.48	0.81645	
8	2	3	286	300	195	0.65	0.44	2.79318	
8	2	3	287	400	272	0.68	0.33	0.6946	
8	2	3	288	200	46	0.23	0.12	0.2861	
8	2	3	289	300	120	0.4	0.14	0.827978	
8	2	3	290	600	534	0.89	0.75	1.82515	
8	2	3	291	500	470	0.94	0.84	1.208	
8	2	3	292	200	154	0.77	0.76	0.933222	
8	2	3	293	200	122	0.61	0.66	1.49252	
8	2	3	294	200	54	0.27	0.78	2.24544	
8	2	3	295	200	78	0.39	0.7	1.6979	
8	2	3	296	600	150	0.25	0.22	1.10407	
8	2	3	297	500	80	0.16	0.11	2.30198	
8	2	3	298	400	124	0.31	0.11	5.77602	
8	2	3	299	200	58	0.29	0.08	5.65194	
8	2	3	300	400	168	0.42	0.44	0.558549	
8	2	4	301	200	44	0.22	0.42	0.927093	
8	2	4	302	600	360	0.6	0.33	1.9126	
8	2	4	303	300	291	0.97	0.92	3.55567	
8	2	4	304	500	270	0.54	0.33	0.761399	
8	2	4	305	500	160	0.32	0.32	0.328781	
8	2	4	306	200	72	0.36	0.22	1.61873	
8	2	4	307	200	38	0.19	0.18	1.11972	
8	2	4	308	200	50	0.25	0.45	1.08248	
8	2	4	309	400	4	0.01	0.1	1.72585	
8	2	4	310	400	300	0.75	0.87	1.90646	
8	2	4	311	500	280	0.56	0.88	1.49699	
8	2	4	312	200	100	0.5	0.77	1.66398	
8	2	4	313	600	258	0.43	0.65	2.01288	
8	2	4	314	300	153	0.51	0.54	1.75546	
8	2	4	315	600	540	0.9	0.89	0.312091	
8	2	4	316	500	260	0.52	0.76	2.03755	
8	2	4	317	500	465	0.93	0.91	1.6867	
8	2	4	318	400	280	0.7	0.87	1.71333	
8	2	4	319	300	45	0.15	0.13	0.494078	
8	2	4	320	200	158	0.79	0.81	2.62173	
8	2	4	321	400	328	0.82	0.71	4.62983	
8	2	4	322	400	104	0.26	0.22	2.23857	
8	2	4	323	300	48	0.16	0.12	0.504806	
8	2	4	324	200	168	0.84	0.12	0.964574	
8	2	4	325	300	159	0.53	0.17	2.12774	
8	2	4	326	600	384	0.64	0.82	0.711989	
8	2	4	327	600	84	0.14	0.21	2.06659	
8	2	4	328	200	118	0.59	0.73	4.00946	
8	2	4	329	200	14	0.07	0.12	1.07368	
8	2	4	330	500	415	0.83	0.82	0.827978	
8	2	4	331	500	155	0.31	0.222	5.22019	
8	2	4	332	400	20	0.05	0.11	1.57679	
8	2	4	333	500	425	0.85	0.81	2.80721	
8	2	4	334	500	220	0.44	0.34	7.70209	
8	2	4	335	600	12	0.02	0.21	4.04996	
8	2	4	336	200	92	0.46	0.34	2.3162	
8	2	4	337	300	171	0.57	0.45	1.76861	
8	2	4	338	400	368	0.92	0.87	2.06154	
8	2	4	339	600	252	0.42	0.34	1.48882	
8	2	4	340	400	148	0.37	0.33	0.461597	
8	2	4	341	200	24	0.12	0.099	1.4294	
8	2	4	342	600	18	0.03	0.109	0.823545	
8	2	4	343	400	344	0.86	0.89	2.25042	
8	2	4	344	300	297	0.99	0.975	3.1703	
8	2	4	345	600	330	0.55	0.73	2.4245	
8	2	4	346	300	285	0.95	0.78	2.91467	
8	2	4	347	600	102	0.17	0.23	1.88149	
8	2	4	348	300	195	0.65	0.33	2.06048	
8	2	4	349	400	364	0.91	0.8	2.50518	
8	2	4	350	600	168	0.28	0.34	1.46537	
8	2	4	351	200	40	0.2	0.32	1.15629	
8	2	4	352	500	65	0.13	0.22	0.531547	
8	2	4	353	300	54	0.18	0.14	0.563153	
8	2	4	354	200	138	0.69	0.84	1.68032	
8	2	4	355	500	370	0.74	0.93	1.19488	
8	2	4	356	400	312	0.78	0.87	1.27402	
8	2	4	357	500	225	0.45	0.78	4.41885	
8	2	4	358	500	240	0.48	0.67	6.1641	
8	2	4	359	200	68	0.34	0.455	1.24169	
8	2	4	360	600	522	0.87	0.92	1.82638	
8	2	4	361	400	232	0.58	0.78	1.9148	
8	2	4	362	200	122	0.61	0.78	1.939	
8	2	4	363	600	564	0.94	0.81	2.21552	
8	2	4	364	400	200	0.5	0.72	1.6135	
8	2	4	365	400	120	0.3	0.34	0.97645	
8	2	4	366	300	216	0.72	0.74	0.7934	
8	2	4	367	400	160	0.4	0.47	1.9425	
8	2	4	368	400	36	0.09	0.23	1.88109	
8	2	4	369	300	105	0.35	0.44	2.31139	
8	2	4	370	600	486	0.81	0.78	1.95997	
8	2	4	371	300	201	0.67	0.84	1.51131	
8	2	4	372	200	124	0.62	0.76	1.65724	
8	2	4	373	200	136	0.68	0.54	2.36207	
8	2	4	374	300	114	0.38	0.23	1.43433	
8	2	4	375	600	234	0.39	0.32	0.107142	
8	2	4	376	200	146	0.73	0.87	0.824755	
8	2	4	377	600	66	0.11	0.23	2.69004	
8	2	4	378	300	87	0.29	0.332	1.1402	
8	2	4	379	300	288	0.96	0.76	3.68705	
8	2	4	380	200	12	0.06	0.12	1.88132	
8	2	4	381	500	165	0.33	0.384	2.50149	
8	2	4	382	500	135	0.27	0.23	0.31138	
8	2	4	383	400	320	0.8	0.83	1.27897	
8	2	4	384	500	115	0.23	0.47	0.00310659	
8	2	4	385	300	198	0.66	0.87	1.13129	
8	2	4	386	400	164	0.41	0.72	2.16031	
8	2	4	387	600	588	0.98	0.89	1.69107	
8	2	4	388	600	528	0.88	0.82	1.41771	
8	2	4	389	500	315	0.63	0.78	1.60493	
8	2	4	390	400	188	0.47	0.67	1.58949	
8	2	4	391	400	356	0.89	0.81	0.334464	
8	2	4	392	500	20	0.04	0.08	1.77416	
8	2	4	393	600	60	0.1	0.12	1.11505	
8	2	4	394	200	142	0.71	0.92	0.896184	
8	2	4	395	300	72	0.24	0.23	1.18951	
8	2	4	396	300	24	0.08	0.07	2.53653	
8	2	4	397	500	105	0.21	0.28	1.32114	
8	2	4	398	500	245	0.49	0.43	4.81595	
8	2	4	399	600	462	0.77	0.87	1.01058	
8	2	4	400	300	228	0.76	0.78	0.797771	
8	2	5	401	300	297	0.99	0.98	1.2454	
8	2	5	402	400	40	0.1	0.114	2.86606	
8	2	5	403	500	200	0.4	0.489	1.50792	
8	2	5	404	500	410	0.82	0.84	1.47841	
8	2	5	405	300	150	0.5	0.68	2.02711	
8	2	5	406	400	140	0.35	0.44	1.60114	
8	2	5	407	500	115	0.23	0.34	0.400152	
8	2	5	408	300	183	0.61	0.51	1.35938	
8	2	5	409	600	84	0.14	0.22	2.04973	
8	2	5	410	600	246	0.41	0.48	1.65444	
8	2	5	411	200	8	0.04	0.11	2.53535	
8	2	5	412	400	116	0.29	0.34	4.55145	
8	2	5	413	200	96	0.48	0.48	2.73646	
8	2	5	414	200	32	0.16	0.33	1.85436	
8	2	5	415	400	72	0.18	0.22	0.321374	
8	2	5	416	500	95	0.19	0.25	1.09492	
8	2	5	417	200	190	0.95	0.83	1.2001	
8	2	5	418	400	176	0.44	0.74	1.3899	
8	2	5	419	400	104	0.26	0.42	4.96419	
8	2	5	420	400	96	0.24	0.033	0.754989	
8	2	5	421	500	125	0.25	0.31	1.21578	
8	2	5	422	200	110	0.55	0.23	1.66433	
8	2	5	423	600	312	0.52	0.77	1.15081	
8	2	5	424	400	268	0.67	0.84	1.38164	
8	2	5	425	200	166	0.83	0.94	2.39873	
8	2	5	426	500	65	0.13	0.34	4.02654	
8	2	5	427	600	162	0.27	0.28	1.84206	
8	2	5	428	400	128	0.32	0.38	2.31643	
8	2	5	429	300	204	0.68	0.68	1.64483	
8	2	5	430	300	36	0.12	0.26	3.00142	
8	2	5	431	600	480	0.8	0.815	1.98957	
8	2	5	432	400	152	0.38	0.56	6.10507	
8	2	5	433	400	188	0.47	0.6	1.98274	
8	2	5	434	600	588	0.98	0.92	6.48284	
8	2	5	435	200	6	0.03	0.085	3.65032	
8	2	5	436	600	534	0.89	0.88	2.32733	
8	2	5	437	600	132	0.22	0.22	0.519547	
8	2	5	438	200	90	0.45	0.67	1.35736	
8	2	5	439	300	216	0.72	0.87	0.726012	
8	2	5	440	500	345	0.69	0.78	1.50667	
8	2	5	441	200	140	0.7	0.85	1.13246	
8	2	5	442	200	84	0.42	0.052	1.91945	
8	2	5	443	200	188	0.94	0.944	1.36412	
8	2	5	444	600	42	0.07	0.12	4.61942	
8	2	5	445	600	540	0.9	0.81	1.1064	
8	2	5	446	200	12	0.06	0.095	3.80105	
8	2	5	447	300	159	0.53	0.73	4.48635	
8	2	5	448	300	279	0.93	0.82	2.66099	
8	2	5	449	500	315	0.63	0.76	4.37687	
8	2	5	450	500	420	0.84	0.88	0.921792	
8	2	5	451	500	185	0.37	0.54	2.65703	
8	2	5	452	600	576	0.96	0.89	3.53554	
8	2	5	453	300	90	0.3	0.32	1.51754	
8	2	5	454	600	372	0.62	0.61	5.3324	
8	2	5	455	600	294	0.49	0.61	0.815891	
8	2	5	456	300	3	0.01	0.04	3.9022	
8	2	5	457	500	385	0.77	0.65	2.56703	
8	2	5	458	200	170	0.85	0.88	0.844913	
8	2	5	459	200	130	0.65	0.88	3.0357	
8	2	5	460	200	184	0.92	0.92	1.20953	
8	2	5	461	400	156	0.39	0.59	3.4265	
8	2	5	462	400	296	0.74	0.79	1.5001	
8	2	5	463	400	124	0.31	0.37	2.87086	
8	2	5	464	300	273	0.91	0.75	9.33006	
8	2	5	465	400	324	0.81	0.77	1.7613	
8	2	5	466	600	306	0.51	0.74	12.2277	
8	2	5	467	400	232	0.58	0.56	8.95195	
8	2	5	468	600	396	0.66	0.85	1.46606	
8	2	5	469	200	68	0.34	0.56	1.33066	
8	2	5	470	300	108	0.36	0.78	0.343785	
8	2	5	471	500	280	0.56	0.84	0.557653	
8	2	5	472	600	54	0.09	0.23	0.400985	
8	2	5	473	500	250	0.5	0.67	1.00269	
8	2	5	474	300	258	0.86	0.84	0.747779	
8	2	5	475	500	165	0.33	0.456	1.14739	
8	2	5	476	400	240	0.6	0.76	0.876068	
8	2	5	477	500	375	0.75	0.77	0.715379	
8	2	5	478	600	90	0.15	0.32	0.653054	
8	2	5	479	300	162	0.54	0.75	1.25837	
8	2	5	480	200	156	0.78	0.87	1.38335	
8	2	5	481	500	440	0.88	0.83	1.42419	
8	2	5	482	200	40	0.2	0.32	0.602688	
8	2	5	483	500	10	0.02	0.33	3.68219	
8	2	5	484	400	388	0.97	0.88	1.23197	
8	2	5	485	400	348	0.87	0.87	1.59094	
8	2	5	486	600	168	0.28	0.43	1.33173	
8	2	5	487	300	213	0.71	0.76	1.0367	
8	2	5	488	200	10	0.05	0.12	2.31451	
8	2	5	489	500	230	0.46	0.644	1.58004	
8	2	5	490	300	63	0.21	0.28	2.85744	
8	2	5	491	500	320	0.64	0.75	1.3535	
8	2	5	492	500	365	0.73	0.85	0.262591	
8	2	5	493	600	48	0.08	0.25	0.55026	
8	2	5	494	300	129	0.43	0.54	0.545809	
8	2	5	495	400	304	0.76	0.75	0.401432	
8	2	5	496	200	34	0.17	0.123	0.544955	
8	2	5	497	600	474	0.79	0.79	0.428366	
8	2	5	498	300	171	0.57	0.54	0.198105	
8	2	5	499	300	177	0.59	0.56	0.653602	
8	2	5	500	300	33	0.11	0.32	0.309196	
8	2	6	501	200	92	0.46	0.45	0.479263	
8	2	6	502	300	192	0.64	0.4	1.25394	
8	2	6	503	500	135	0.27	0.46	1.31169	
8	2	6	504	200	102	0.51	0.67	0.784965	
8	2	6	505	500	35	0.07	0.12	0.538177	
8	2	6	506	300	171	0.57	0.57	1.25759	
8	2	6	507	500	295	0.59	0.76	1.45467	
8	2	6	508	600	282	0.47	0.84	1.10138	
8	2	6	509	600	330	0.55	0.86	1.21056	
8	2	6	510	500	90	0.18	0.68	2.53771	
8	2	6	511	300	282	0.94	0.8	2.41186	
8	2	6	512	400	320	0.8	0.81	1.26629	
8	2	6	513	500	250	0.5	0.68	1.44734	
8	2	6	514	200	164	0.82	0.76	1.31216	
8	2	6	515	200	182	0.91	0.73	0.833204	
8	2	6	516	400	300	0.75	0.72	0.596042	
8	2	6	517	400	384	0.96	0.776	0.0096243	
8	2	6	518	500	430	0.86	0.67	2.43614	
8	2	6	519	200	134	0.67	0.76	2.43027	
8	2	6	520	400	12	0.03	0.1	1.4926	
8	2	6	521	500	495	0.99	0.97	0.913214	
8	2	6	522	400	284	0.71	0.89	2.0324	
8	2	6	523	300	237	0.79	0.88	0.54122	
8	2	6	524	300	48	0.16	0.23	1.53662	
8	2	6	525	400	88	0.22	0.22	0.357332	
8	2	6	526	500	440	0.88	0.77	0.674907	
8	2	6	527	300	51	0.17	0.22	0.682616	
8	2	6	528	600	462	0.77	0.81	2.95795	
8	2	6	529	300	243	0.81	0.89	2.02185	
8	2	6	530	200	152	0.76	0.87	2.12024	
8	2	6	531	200	196	0.98	0.97	0.224714	
8	2	6	532	600	222	0.37	0.34	1.34719	
8	2	6	533	300	150	0.5	0.54	1.77818	
8	2	6	534	400	104	0.26	0.54	0.761037	
8	2	6	535	200	60	0.3	0.34	1.54628	
