Subject#	Target_color	Block#	Trial#	Numerosity	N_target	P_true	P_reported	RT	
3	1	3	249	400	76	0.19	0.2	0.665684	
3	1	3	250	500	315	0.63	0.6	1.73918	
3	1	3	251	500	255	0.51	0.6	0.977935	
3	1	3	252	200	194	0.97	0.99	1.66502	
3	1	3	253	200	20	0.1	0.2	2.65567	
3	1	3	254	600	438	0.73	0.99	0.0030066	
3	1	3	255	200	34	0.17	0.3	0.799739	
3	1	3	256	600	516	0.86	0.8	5.72098	
3	1	3	257	300	54	0.18	0.45	0.4493	
3	1	3	258	300	159	0.53	0.45	0.442478	
3	1	3	259	500	455	0.91	0.8	0.463113	
3	1	3	260	200	130	0.65	0.6	0.862791	
3	1	3	261	600	588	0.98	0.9	0.424181	
3	1	3	262	600	336	0.56	0.5	1.20765	
3	1	3	263	600	18	0.03	0.2	0.582462	
3	1	3	264	500	290	0.58	0.5	0.249978	
3	1	3	265	500	270	0.54	0.5	0.00308656	
3	1	3	266	600	504	0.84	0.8	0.764655	
3	1	3	267	200	52	0.26	0.5	0.530099	
3	1	3	268	200	68	0.34	0.49	0.953353	
3	1	3	269	500	125	0.25	0.5	4.00893	
3	1	3	270	200	132	0.66	0.7	1.04624	
3	1	3	271	500	360	0.72	0.6	0.113717	
3	1	3	272	500	250	0.5	0.6	1.5135	
3	1	3	273	500	310	0.62	0.7	0.774016	
3	1	3	274	300	60	0.2	0.49	1.66339	
3	1	3	275	500	10	0.02	0.1	0.303835	
3	1	3	276	300	246	0.82	0.8	1.12954	
3	1	3	277	600	462	0.77	0.6	1.0127	
3	1	3	278	200	184	0.92	0.9	1.08572	
3	1	3	279	400	108	0.27	0.04	1.629	
3	1	3	280	600	246	0.41	0.5	0.715463	
3	1	3	281	400	208	0.52	0.6	2.81502	
3	1	3	282	500	470	0.94	0.8	0.363124	
3	1	3	283	300	228	0.76	0.8	0.320597	
3	1	3	284	500	30	0.06	0.3	0.0706106	
3	1	3	285	200	60	0.3	0.3	2.75219	
3	1	3	286	600	486	0.81	0.8	1.1124	
3	1	3	287	600	402	0.67	0.5	0.953535	
3	1	3	288	400	124	0.31	0.5	0.184235	
3	1	3	289	300	138	0.46	0.5	0.316621	
3	1	3	290	600	234	0.39	0.5	0.0395326	
3	1	3	291	500	395	0.79	0.6	0.425587	
3	1	3	292	600	78	0.13	0.3	0.361248	
3	1	3	293	300	141	0.47	0.4	0.904105	
3	1	3	294	400	176	0.44	0.5	0.929061	
3	1	3	295	600	444	0.74	0.78	1.07915	
3	1	3	296	300	288	0.96	0.89	0.224857	
3	1	3	297	200	22	0.11	0.4	1.29798	
3	1	3	298	300	111	0.37	0.44	2.03118	
3	1	3	299	400	48	0.12	0.3	3.03064	
3	1	3	300	400	276	0.69	0.6	2.15849	
3	1	4	301	300	63	0.21	0.4	0.977295	
3	1	4	302	200	10	0.05	0.1	0.301415	
3	1	4	303	500	125	0.25	0.4	1.25733	
3	1	4	304	300	213	0.71	0.7	0.0784322	
3	1	4	305	200	30	0.15	0.1	0.676591	
3	1	4	306	400	296	0.74	0.89	1.65411	
3	1	4	307	500	240	0.48	0.89	0.928978	
3	1	4	308	600	486	0.81	0.99	1.0897	
3	1	4	309	200	4	0.02	0.05	0.494754	
3	1	4	310	500	175	0.35	0.7	4.22963	
3	1	4	311	300	21	0.07	0.2	0.00351724	
3	1	4	312	500	390	0.78	0.9	0.0269329	
3	1	4	313	400	144	0.36	0.6	0.00307856	
3	1	4	314	300	72	0.24	0.4	0.00299448	
3	1	4	315	300	57	0.19	0.3	0.922391	
3	1	4	316	500	445	0.89	0.89	0.103265	
3	1	4	317	200	144	0.72	0.7	1.10561	
3	1	4	318	400	388	0.97	0.99	0.710662	
3	1	4	319	200	110	0.55	0.5	5.44311	
3	1	4	320	400	212	0.53	0.5	0.713308	
3	1	4	321	500	335	0.67	0.5	0.818489	
3	1	4	322	200	76	0.38	0.4	0.481847	
3	1	4	323	600	504	0.84	0.8	0.481185	
3	1	4	324	500	90	0.18	0.4	1.65661	
3	1	4	325	500	395	0.79	0.7	0.401392	
3	1	4	326	400	292	0.73	0.6	0.495128	
3	1	4	327	600	180	0.3	0.5	0.610321	
3	1	4	328	400	24	0.06	0.1	0.135802	
3	1	4	329	200	26	0.13	0.09	1.49017	
3	1	4	330	300	180	0.6	0.5	1.61337	
3	1	4	331	400	256	0.64	0.8	0.0224306	
3	1	4	332	600	564	0.94	0.89	0.00311276	
3	1	4	333	600	270	0.45	0.05	1.53336	
3	1	4	334	400	300	0.75	0.6	1.30137	
3	1	4	335	400	308	0.77	0.6	2.95197	
3	1	4	336	600	60	0.1	0.2	2.5315	
3	1	4	337	200	172	0.86	0.8	0.566828	
3	1	4	338	600	498	0.83	0.88	0.844584	
3	1	4	339	500	310	0.62	0.6	0.280207	
3	1	4	340	200	100	0.5	0.5	1.09374	
3	1	4	341	600	348	0.58	0.8	0.217066	
3	1	4	342	500	250	0.5	0.7	1.74681	
3	1	4	343	600	282	0.47	0.5	0.0175123	
3	1	4	344	500	140	0.28	0.5	0.394173	
3	1	4	345	300	93	0.31	0.4	1.02573	
3	1	4	346	300	126	0.42	0.4	4.91657	
3	1	4	347	300	279	0.93	0.8	0.616367	
3	1	4	348	400	392	0.98	0.999	0.177783	
3	1	4	349	200	132	0.66	0.6	3.93527	
3	1	4	350	500	255	0.51	0.5	0.110648	
3	1	4	351	200	52	0.26	0.1	0.208614	
3	1	4	352	600	174	0.29	0.4	0.020319	
3	1	4	353	400	320	0.8	0.7	0.851879	
3	1	4	354	300	270	0.9	0.7	2.03918	
3	1	4	355	400	88	0.22	0.4	1.93625	
3	1	4	356	300	9	0.03	0.05	0.608525	
3	1	4	357	300	3	0.01	0.01	2.69158	
3	1	4	358	400	208	0.52	0.6	0.603872	
3	1	4	359	400	136	0.34	0.5	0.376437	
3	1	4	360	600	546	0.91	0.9	0.0241325	
3	1	4	361	200	136	0.68	0.7	2.11141	
3	1	4	362	600	594	0.99	0.5	5.88986	
3	1	4	363	400	280	0.7	0.5	1.01598	
3	1	4	364	600	522	0.87	0.8	0.00299986	
3	1	4	365	200	92	0.46	0.5	1.19978	
3	1	4	366	300	255	0.85	0.8	0.833006	
3	1	4	367	500	460	0.92	0.8	1.50618	
3	1	4	368	600	294	0.49	0.5	0.402861	
3	1	4	369	300	285	0.95	0.9	0.704273	
3	1	4	370	600	240	0.4	0.5	0.39635	
3	1	4	371	300	27	0.09	0.4	3.26362	
3	1	4	372	500	185	0.37	0.5	2.01311	
3	1	4	373	200	152	0.76	0.6	2.73581	
3	1	4	374	400	132	0.33	0.5	0.00382424	
3	1	4	375	200	138	0.69	0.6	0.185285	
3	1	4	376	500	215	0.43	0.6	0.508811	
3	1	4	377	300	168	0.56	0.56	0.340338	
3	1	4	378	500	100	0.2	0.4	1.60229	
3	1	4	379	600	84	0.14	0.2	0.315228	
3	1	4	380	400	228	0.57	0.5	1.10889	
3	1	4	381	400	68	0.17	0.2	1.76796	
3	1	4	382	600	528	0.88	0.5	2.69901	
3	1	4	383	600	378	0.63	0.7	0.0731253	
3	1	4	384	600	234	0.39	0.5	0.00300073	
3	1	4	385	200	82	0.41	0.5	3.4179	
3	1	4	386	200	46	0.23	0.3	0.429329	
3	1	4	387	400	328	0.82	0.78	0.0909669	
3	1	4	388	500	270	0.54	0.5	2.44695	
3	1	4	389	200	122	0.61	0.6	1.36496	
3	1	4	390	600	24	0.04	0.2	0.00301818	
3	1	4	391	300	195	0.65	0.5	0.00299906	
3	1	4	392	300	81	0.27	0.3	0.385127	
3	1	4	393	500	60	0.12	0.2	0.199036	
3	1	4	394	500	220	0.44	0.5	3.05001	
3	1	4	395	400	128	0.32	0.6	4.70584	
3	1	4	396	300	48	0.16	0.2	0.48266	
3	1	4	397	500	55	0.11	0.2	0.0030257	
3	1	4	398	300	177	0.59	0.6	0.689556	
3	1	4	399	200	16	0.08	0.2	0.33105	
3	1	4	400	200	192	0.96	0.99	0.963301	
3	1	5	401	200	102	0.51	0.6	0.496817	
3	1	5	402	500	345	0.69	0.8	0.263416	
3	1	5	403	400	396	0.99	0.99	0.0113432	
3	1	5	404	300	93	0.31	0.46	0.725396	
3	1	5	405	500	295	0.59	0.5	1.2003	
3	1	5	406	300	261	0.87	0.7	1.10737	
3	1	5	407	200	48	0.24	0.3	0.736799	
3	1	5	408	500	150	0.3	0.4	0.609648	
3	1	5	409	600	258	0.43	0.5	0.717236	
3	1	5	410	600	234	0.39	0.5	0.00472152	
3	1	5	411	400	288	0.72	0.7	1.20237	
3	1	5	412	400	208	0.52	0.5	0.835072	
3	1	5	413	200	24	0.12	0.05	3.02157	
3	1	5	414	600	420	0.7	0.89	0.804463	
3	1	5	415	400	344	0.86	0.9	1.63936	
3	1	5	416	400	244	0.61	0.6	3.1463	
3	1	5	417	200	132	0.66	0.6	2.24021	
3	1	5	418	300	81	0.27	0.3	0.534817	
3	1	5	419	200	66	0.33	0.45	1.47417	
3	1	5	420	600	348	0.58	0.69	1.32893	
3	1	5	421	500	85	0.17	0.2	1.27574	
3	1	5	422	200	178	0.89	0.94	1.68421	
3	1	5	423	200	156	0.78	0.8	2.87985	
3	1	5	424	300	138	0.46	0.7	0.697973	
3	1	5	425	200	148	0.74	0.67	0.019228	
3	1	5	426	400	24	0.06	0.05	2.55212	
3	1	5	427	500	20	0.04	0.01	0.418461	
3	1	5	428	600	318	0.53	0.5	0.42408	
3	1	5	429	400	28	0.07	0.1	1.06976	
3	1	5	430	200	42	0.21	0.4	1.58727	
3	1	5	431	600	498	0.83	0.8	1.22801	
3	1	5	432	400	80	0.2	0.3	1.22138	
3	1	5	433	400	320	0.8	0.8	0.458349	
3	1	5	434	300	270	0.9	0.89	0.003012	
3	1	5	435	200	28	0.14	0.1	1.5012	
3	1	5	436	300	108	0.36	0.5	1.52225	
3	1	5	437	300	264	0.88	0.97	0.50029	
3	1	5	438	600	588	0.98	0.999	0.829581	
3	1	5	439	600	546	0.91	0.9	2.88802	
3	1	5	440	300	3	0.01	0.01	1.25088	
3	1	5	441	500	250	0.5	0.5	0.708108	
3	1	5	442	400	304	0.76	0.7	1.21941	
3	1	5	443	400	224	0.56	0.5	1.01864	
3	1	5	444	600	156	0.26	0.4	0.609916	
3	1	5	445	500	95	0.19	0.43	2.48365	
3	1	5	446	200	4	0.02	0.005	1.98696	
3	1	5	447	500	220	0.44	0.5	1.17568	
3	1	5	448	600	384	0.64	0.87	0.940655	
3	1	5	449	500	270	0.54	0.54	1.21743	
3	1	5	450	400	20	0.05	0.15	1.59787	
3	1	5	451	200	194	0.97	0.98	1.14242	
3	1	5	452	600	564	0.94	0.99	2.5862	
3	1	5	453	600	282	0.47	0.5	0.287575	
3	1	5	454	600	54	0.09	0.23	2.32129	
3	1	5	455	400	384	0.96	0.9	1.43441	
3	1	5	456	300	54	0.18	0.4	1.74148	
3	1	5	457	300	147	0.49	0.5	1.21818	
3	1	5	458	400	44	0.11	0.2	1.63553	
3	1	5	459	300	252	0.84	0.8	1.09822	
3	1	5	460	500	425	0.85	0.9	0.347482	
3	1	5	461	300	84	0.28	0.5	1.21396	
3	1	5	462	200	110	0.55	0.56	1.28508	
3	1	5	463	600	300	0.5	0.54	1.01382	
3	1	5	464	500	315	0.63	0.5	0.209504	
3	1	5	465	300	231	0.77	0.6	1.08332	
3	1	5	466	200	150	0.75	0.67	0.934583	
3	1	5	467	300	243	0.81	0.08	1.93492	
3	1	5	468	400	248	0.62	0.6	2.09598	
3	1	5	469	300	9	0.03	0.01	0.602634	
3	1	5	470	500	50	0.1	0.1	0.634235	
3	1	5	471	200	70	0.35	0.3	2.44948	
3	1	5	472	200	30	0.15	0.3	0.424443	
3	1	5	473	600	342	0.57	0.5	0.0803066	
3	1	5	474	300	246	0.82	0.8	1.30588	
3	1	5	475	400	272	0.68	0.5	0.131205	
3	1	5	476	400	148	0.37	0.45	0.450885	
3	1	5	477	300	276	0.92	0.9	0.636653	
3	1	5	478	500	115	0.23	0.4	1.1441	
3	1	5	479	500	325	0.65	0.67	1.24687	
3	1	5	480	600	288	0.48	0.5	0.796015	
3	1	5	481	200	134	0.67	0.65	2.06485	
3	1	5	482	500	200	0.4	0.5	0.0101063	
3	1	5	483	300	39	0.13	0.01	1.8639	
3	1	5	484	400	136	0.34	0.45	0.222653	
3	1	5	485	400	168	0.42	0.5	0.418409	
3	1	5	486	600	438	0.73	0.091	1.41212	
3	1	5	487	600	474	0.79	0.8	2.2514	
3	1	5	488	200	82	0.41	0.4	0.589544	
3	1	5	489	600	132	0.22	0.29	0.798897	
3	1	5	490	500	300	0.6	0.67	1.28303	
3	1	5	491	400	372	0.93	0.9	0.479695	
3	1	5	492	500	355	0.71	0.7	2.51321	
3	1	5	493	500	475	0.95	0.97	0.388727	
3	1	5	494	500	40	0.08	0.2	1.09254	
3	1	5	495	200	50	0.25	0.4	2.37173	
3	1	5	496	500	145	0.29	0.45	1.09811	
3	1	5	497	600	192	0.32	0.35	0.785106	
3	1	5	498	200	32	0.16	0.1	1.35454	
3	1	5	499	300	135	0.45	0.3	1.81943	
3	1	5	500	300	114	0.38	0.3	0.00317653	
3	1	6	501	200	154	0.77	0.7	1.21725	
3	1	6	502	500	40	0.08	0.1	0.419607	
3	1	6	503	300	216	0.72	0.7	1.62961	
3	1	6	504	600	444	0.74	0.8	0.502856	
3	1	6	505	300	39	0.13	0.2	0.263899	
3	1	6	506	200	60	0.3	0.16	1.83393	
3	1	6	507	400	56	0.14	0.44	1.77988	
3	1	6	508	600	582	0.97	0.99	0.457697	
3	1	6	509	200	156	0.78	0.78	2.3116	
3	1	6	510	500	115	0.23	0.37	0.993228	
3	1	6	511	200	196	0.98	0.99	1.26203	
3	1	6	512	500	345	0.69	0.7	4.01909	
3	1	6	513	400	268	0.67	0.6	1.79245	
3	1	6	514	600	450	0.75	0.7	0.269458	
3	1	6	515	600	210	0.35	0.5	0.745132	
3	1	6	516	300	126	0.42	0.5	0.238438	
3	1	6	517	200	100	0.5	0.6	0.272183	
3	1	6	518	200	14	0.07	0.1	0.682017	
3	1	6	519	600	144	0.24	0.3	0.795071	
3	1	6	520	300	96	0.32	0.4	0.824475	
3	1	6	521	200	128	0.64	0.6	0.60392	
3	1	6	522	600	258	0.43	0.5	0.0794358	
3	1	6	523	400	304	0.76	0.8	0.751061	
3	1	6	524	500	400	0.8	0.7	0.00301156	
3	1	6	525	400	36	0.09	0.1	0.208289	
3	1	6	526	200	178	0.89	0.9	0.705982	
3	1	6	527	500	285	0.57	0.5	0.063496	
3	1	6	528	400	236	0.59	0.6	0.821414	
3	1	6	529	200	66	0.33	0.1	1.44091	
3	1	6	530	300	63	0.21	0.2	0.667687	
3	1	6	531	600	270	0.45	0.5	0.0413174	
3	1	6	532	400	20	0.05	0.1	0.520375	
3	1	6	533	500	395	0.79	0.8	0.809878	
