Subject#	Target_color	Block#	Trial#	Numerosity	N_target	P_true	P_reported	RT	
6	2	1	58	500	430	0.86	0.8	0.406586	
6	2	1	59	300	192	0.64	0.6	0.442335	
6	2	1	60	200	66	0.33	0.3	0.00307739	
6	2	1	61	400	44	0.11	0.2	0.36709	
6	2	1	62	600	498	0.83	0.6	0.0727646	
6	2	1	63	600	588	0.98	0.95	0.345881	
6	2	1	64	500	175	0.35	0.3	0.528213	
6	2	1	65	500	300	0.6	0.6	0.442346	
6	2	1	66	600	216	0.36	0.45	0.684399	
6	2	1	67	400	172	0.43	0.3	0.153094	
6	2	1	68	300	15	0.05	0.1	0.00338915	
6	2	1	69	500	120	0.24	0.2	0.768336	
6	2	1	70	400	248	0.62	0.7	0.891609	
6	2	1	71	500	400	0.8	0.9	0.53499	
6	2	1	72	400	124	0.31	0.4	1.16805	
6	2	1	73	300	138	0.46	0.5	0.220357	
6	2	1	74	400	276	0.69	0.7	0.43072	
6	2	1	75	300	297	0.99	0.95	0.408046	
6	2	1	76	300	144	0.48	0.6	0.872538	
6	2	1	77	300	48	0.16	0.1	0.281112	
6	2	1	78	600	510	0.85	0.7	0.377214	
6	2	1	79	200	132	0.66	0.8	0.337985	
6	2	1	80	500	10	0.02	0.1	0.44776	
6	2	1	81	600	426	0.71	0.9	1.13725	
6	2	1	82	200	52	0.26	0.4	0.424103	
6	2	1	83	400	12	0.03	0.2	0.287612	
6	2	1	84	500	260	0.52	0.6	0.379205	
6	2	1	85	400	288	0.72	0.7	0.32509	
6	2	1	86	500	480	0.96	0.9	0.994652	
6	2	1	87	200	26	0.13	0.1	0.749448	
6	2	1	88	300	51	0.17	0.09	2.55003	
6	2	1	89	300	273	0.91	0.9	0.386299	
6	2	1	90	600	504	0.84	0.8	0.607301	
6	2	1	91	200	190	0.95	0.8	0.422504	
6	2	1	92	300	195	0.65	0.7	0.409974	
6	2	1	93	500	305	0.61	0.6	0.0613838	
6	2	1	94	200	98	0.49	0.5	0.00299248	
6	2	1	95	200	180	0.9	0.8	0.318038	
6	2	1	96	400	228	0.57	0.6	0.0875097	
6	2	1	97	500	115	0.23	0.5	0.458474	
6	2	1	98	200	74	0.37	0.5	0.884106	
6	2	1	99	400	136	0.34	0.6	0.632701	
6	2	1	100	200	16	0.08	0.1	0.672442	
6	2	2	101	200	88	0.44	0.5	0.606597	
6	2	2	102	200	186	0.93	0.9	0.346917	
6	2	2	103	600	276	0.46	0.7	0.256968	
6	2	2	104	200	196	0.98	0.95	0.368463	
6	2	2	105	400	152	0.38	0.5	0.00301645	
6	2	2	106	400	228	0.57	0.6	0.355109	
6	2	2	107	400	108	0.27	0.3	0.492465	
6	2	2	108	200	30	0.15	0.3	0.24227	
6	2	2	109	200	194	0.97	0.95	0.0030061	
6	2	2	110	600	84	0.14	0.4	0.533531	
6	2	2	111	600	138	0.23	0.3	0.071168	
6	2	2	112	500	215	0.43	0.6	0.268758	
6	2	2	113	500	470	0.94	0.8	0.0662569	
6	2	2	114	500	255	0.51	0.6	0.94599	
6	2	2	115	400	216	0.54	0.6	0.626745	
6	2	2	116	500	160	0.32	0.5	0.405991	
6	2	2	117	600	288	0.48	0.7	0.0698235	
6	2	2	118	300	168	0.56	0.8	0.948965	
6	2	2	119	200	168	0.84	0.9	0.36623	
6	2	2	120	300	51	0.17	0.2	0.195382	
6	2	2	121	400	284	0.71	0.7	0.00300121	
6	2	2	122	300	177	0.59	0.3	0.434253	
6	2	2	123	400	300	0.75	0.8	0.303235	
6	2	2	124	500	495	0.99	0.99	0.436767	
6	2	2	125	500	385	0.77	0.75	0.921943	
6	2	2	126	200	136	0.68	0.6	1.53731	
6	2	2	127	200	148	0.74	0.7	0.361724	
6	2	2	128	500	335	0.67	0.8	0.677	
6	2	2	129	600	516	0.86	0.9	0.453156	
6	2	2	130	200	24	0.12	0.2	0.0205263	
6	2	2	131	300	141	0.47	0.4	0.588294	
6	2	2	132	200	84	0.42	0.3	0.257682	
6	2	2	133	300	192	0.64	0.4	0.299361	
6	2	2	134	400	264	0.66	0.4	0.297105	
6	2	2	135	200	2	0.01	0.01	1.60856	
6	2	2	136	500	425	0.85	0.85	0.433231	
6	2	2	137	500	165	0.33	0.6	0.439811	
6	2	2	138	400	40	0.1	0.1	0.540543	
6	2	2	139	400	312	0.78	0.8	0.537832	
6	2	2	140	200	4	0.02	0.01	0.32124	
6	2	2	141	600	420	0.7	0.7	0.193469	
6	2	2	142	300	261	0.87	0.8	0.208432	
6	2	2	143	400	24	0.06	0.2	0.0821404	
6	2	2	144	400	252	0.63	0.5	0.0166887	
6	2	2	145	300	174	0.58	0.5	0.257119	
6	2	2	146	600	576	0.96	0.8	0.242766	
6	2	2	147	500	140	0.28	0.4	0.298382	
6	2	2	148	500	175	0.35	0.4	0.47261	
6	2	2	149	200	80	0.4	0.3	0.319586	
6	2	2	150	600	222	0.37	0.6	0.60514	
6	2	2	151	600	18	0.03	0.1	0.210359	
6	2	2	152	500	360	0.72	0.7	0.829719	
6	2	2	153	400	104	0.26	0.3	0.107158	
6	2	2	154	300	33	0.11	0.2	0.340769	
6	2	2	155	500	265	0.53	0.6	0.734411	
6	2	2	156	500	150	0.3	0.4	0.711837	
6	2	2	157	300	195	0.65	0.6	0.249232	
6	2	2	158	300	207	0.69	0.8	0.00307392	
6	2	2	159	300	60	0.2	0.4	0.288772	
6	2	2	160	300	117	0.39	0.3	0.0984138	
6	2	2	161	400	328	0.82	0.8	0.396915	
6	2	2	162	300	237	0.79	0.9	0.306264	
6	2	2	163	500	445	0.89	0.9	0.327776	
6	2	2	164	400	116	0.29	0.3	0.249306	
6	2	2	165	300	63	0.21	0.2	0.48963	
6	2	2	166	400	220	0.55	0.4	0.306587	
6	2	2	167	600	114	0.19	0.3	0.983958	
6	2	2	168	600	540	0.9	0.8	0.641012	
6	2	2	169	600	546	0.91	0.95	0.460619	
6	2	2	170	600	552	0.92	0.95	0.250435	
6	2	2	171	300	72	0.24	0.33	1.09365	
6	2	2	172	600	456	0.76	0.75	0.178357	
6	2	2	173	200	72	0.36	0.4	0.745899	
6	2	2	174	500	35	0.07	0.1	0.293384	
6	2	2	175	400	100	0.25	0.2	0.246341	
6	2	2	176	600	96	0.16	0.2	0.323449	
6	2	2	177	600	300	0.5	0.6	0.210929	
6	2	2	178	200	104	0.52	0.6	0.22035	
6	2	2	179	600	204	0.34	0.5	0.296138	
6	2	2	180	400	72	0.18	0.4	0.297742	
6	2	2	181	400	32	0.08	0.4	0.43537	
6	2	2	182	500	415	0.83	0.8	0.174594	
6	2	2	183	400	244	0.61	0.7	0.484148	
6	2	2	184	200	62	0.31	0.3	0.483886	
6	2	2	185	400	88	0.22	0.3	0.211359	
6	2	2	186	600	438	0.73	0.7	0.00307633	
6	2	2	187	500	245	0.49	0.6	0.00308053	
6	2	2	188	300	135	0.45	0.44	0.037994	
6	2	2	189	300	150	0.5	0.3	0.0660199	
6	2	2	190	200	82	0.41	0.4	0.457473	
6	2	2	191	300	180	0.6	0.4	0.29863	
6	2	2	192	600	24	0.04	0.01	0.697978	
6	2	2	193	200	160	0.8	0.7	0.109571	
6	2	2	194	600	570	0.95	0.9	0.00315883	
6	2	2	195	500	405	0.81	0.9	0.267511	
6	2	2	196	300	186	0.62	0.7	0.00307206	
6	2	2	197	500	25	0.05	0.3	0.0367377	
6	2	2	198	200	26	0.13	0.2	0.627699	
6	2	2	199	300	264	0.88	0.85	0.155276	
6	2	2	200	200	18	0.09	0.22	0.330986	
6	2	3	201	600	258	0.43	0.5	0.607154	
6	2	3	202	600	132	0.22	0.4	0.249613	
6	2	3	203	300	99	0.33	0.4	0.0378106	
6	2	3	204	600	504	0.84	0.7	0.443456	
6	2	3	205	200	88	0.44	0.6	0.377072	
6	2	3	206	300	51	0.17	0.3	0.270446	
6	2	3	207	300	264	0.88	0.7	0.549637	
6	2	3	208	300	96	0.32	0.3	0.26313	
6	2	3	209	300	156	0.52	0.4	0.256743	
6	2	3	210	400	292	0.73	0.8	0.250217	
6	2	3	211	200	136	0.68	0.3	0.340025	
6	2	3	212	200	116	0.58	0.7	0.439509	
6	2	3	213	300	87	0.29	0.3	0.429083	
6	2	3	214	500	400	0.8	0.8	0.512935	
6	2	3	215	400	108	0.27	0.3	1.30574	
6	2	3	216	500	310	0.62	0.8	0.00315119	
6	2	3	217	200	190	0.95	0.99	0.347672	
6	2	3	218	200	140	0.7	0.7	0.506755	
6	2	3	219	300	36	0.12	0.2	0.130352	
6	2	3	220	200	20	0.1	0.1	0.372101	
6	2	3	221	400	332	0.83	0.9	1.61182	
6	2	3	222	600	576	0.96	0.95	0.0686207	
6	2	3	223	400	56	0.14	0.3	0.524269	
6	2	3	224	500	390	0.78	0.8	0.285739	
6	2	3	225	500	295	0.59	0.433	0.00306442	
6	2	3	226	400	284	0.71	0.7	0.576397	
6	2	3	227	600	282	0.47	0.5	0.579902	
6	2	3	228	500	410	0.82	0.8	0.339602	
6	2	3	229	600	594	0.99	0.99	0.375163	
6	2	3	230	400	80	0.2	0.3	0.0169079	
6	2	3	231	600	144	0.24	0.3	0.0781746	
6	2	3	232	500	255	0.51	0.4	0.230057	
6	2	3	233	300	225	0.75	0.66	0.439603	
6	2	3	234	600	342	0.57	0.7	0.824954	
6	2	3	235	300	282	0.94	0.8	0.356239	
6	2	3	236	200	182	0.91	0.9	0.365807	
6	2	3	237	500	140	0.28	0.5	0.355967	
6	2	3	238	400	360	0.9	0.86	0.176117	
6	2	3	239	600	270	0.45	0.5	1.41333	
6	2	3	240	600	324	0.54	0.66	0.10232	
6	2	3	241	300	15	0.05	0.01	0.406238	
6	2	3	242	300	114	0.38	0.04	0.383553	
6	2	3	243	200	14	0.07	0.1	0.108202	
6	2	3	244	400	60	0.15	0.2	0.321727	
6	2	3	245	300	3	0.01	0.05	0.401175	
6	2	3	246	500	360	0.72	0.8	0.327949	
6	2	3	247	600	486	0.81	0.85	0.163635	
6	2	3	248	500	325	0.65	0.7	0.203148	
6	2	3	249	500	380	0.76	0.7	0.306966	
6	2	3	250	500	275	0.55	0.6	0.00306187	
6	2	3	251	500	280	0.56	0.6	0.252219	
6	2	3	252	300	117	0.39	0.5	0.706534	
6	2	3	253	500	15	0.03	0.1	0.413861	
6	2	3	254	400	356	0.89	0.8	0.0926501	
6	2	3	255	300	261	0.87	0.9	0.435177	
6	2	3	256	400	372	0.93	0.9	0.347944	
6	2	3	257	400	200	0.5	0.66	0.433526	
6	2	3	258	400	160	0.4	0.7	0.690773	
6	2	3	259	600	12	0.02	0.1	0.384224	
6	2	3	260	500	395	0.79	0.85	0.507202	
6	2	3	261	200	42	0.21	0.3	0.00314653	
6	2	3	262	200	138	0.69	0.7	0.642377	
6	2	3	263	400	368	0.92	0.9	0.852552	
6	2	3	264	600	252	0.42	0.6	0.458883	
6	2	3	265	200	194	0.97	0.88	0.0408559	
6	2	3	266	200	122	0.61	0.7	0.136407	
6	2	3	267	600	384	0.64	0.8	0.699461	
6	2	3	268	200	98	0.49	0.66	0.00306713	
6	2	3	269	500	40	0.08	0.3	0.358408	
6	2	3	270	300	255	0.85	0.7	0.0541824	
6	2	3	271	200	154	0.77	0.6	0.325825	
6	2	3	272	200	46	0.23	0.4	0.481414	
6	2	3	273	300	150	0.5	0.7	0.101253	
6	2	3	274	600	216	0.36	0.5	0.450697	
6	2	3	275	400	16	0.04	0.2	0.228266	
6	2	3	276	500	125	0.25	0.5	0.38032	
6	2	3	277	600	588	0.98	0.94	0.34352	
6	2	3	278	600	402	0.67	0.75	0.754612	
6	2	3	279	500	90	0.18	0.3	0.165645	
6	2	3	280	200	12	0.06	0.1	0.721524	
6	2	3	281	200	74	0.37	0.4	0.201952	
6	2	3	282	600	66	0.11	0.4	0.323514	
6	2	3	283	400	124	0.31	0.5	0.655461	
6	2	3	284	500	265	0.53	0.7	0.140787	
6	2	3	285	300	90	0.3	0.4	0.390406	
6	2	3	286	400	64	0.16	0.3	0.0341472	
6	2	3	287	400	192	0.48	0.6	0.00316238	
6	2	3	288	300	189	0.63	0.8	0.313784	
6	2	3	289	400	104	0.26	0.6	0.289301	
6	2	3	290	400	36	0.09	0.3	0.146697	
6	2	3	291	600	360	0.6	0.8	0.578392	
6	2	3	292	200	132	0.66	0.66	0.505272	
6	2	3	293	500	170	0.34	0.7	0.758635	
6	2	3	294	200	38	0.19	0.3	0.196033	
6	2	3	295	300	123	0.41	0.5	0.251413	
6	2	3	296	500	430	0.86	0.8	0.24717	
6	2	3	297	400	296	0.74	0.8	0.303273	
6	2	3	298	600	276	0.46	0.7	0.446231	
6	2	3	299	300	105	0.35	0.5	0.775672	
6	2	3	300	200	26	0.13	0.3	0.00309377	
6	2	4	301	200	158	0.79	0.7	0.11697	
6	2	4	302	200	100	0.5	0.6	0.0735602	
6	2	4	303	400	12	0.03	0.1	0.00308134	
6	2	4	304	200	54	0.27	0.4	0.649632	
6	2	4	305	500	20	0.04	0.2	0.0611002	
6	2	4	306	600	12	0.02	0.2	0.00316464	
6	2	4	307	400	340	0.85	0.8	0.266556	
6	2	4	308	600	258	0.43	0.7	0.250212	
6	2	4	309	200	166	0.83	0.9	0.41874	
6	2	4	310	200	188	0.94	0.9	0.726291	
6	2	4	311	400	256	0.64	0.7	0.272875	
6	2	4	312	600	240	0.4	0.6	0.20873	
6	2	4	313	600	432	0.72	0.75	0.776411	
6	2	4	314	300	90	0.3	0.5	0.00307221	
6	2	4	315	500	445	0.89	0.9	0.00310251	
6	2	4	316	600	456	0.76	0.85	0.0792419	
6	2	4	317	300	177	0.59	0.6	0.343297	
6	2	4	318	200	72	0.36	0.3	0.394494	
6	2	4	319	200	102	0.51	0.4	0.354021	
6	2	4	320	300	27	0.09	0.3	0.0031088	
6	2	4	321	300	30	0.1	0.2	0.275732	
6	2	4	322	500	350	0.7	0.7	0.00308188	
6	2	4	323	600	66	0.11	0.3	0.262236	
6	2	4	324	200	48	0.24	0.2	0.134043	
6	2	4	325	600	210	0.35	0.4	0.0158276	
6	2	4	326	500	325	0.65	0.6	0.00549663	
6	2	4	327	500	280	0.56	0.4	0.0552678	
6	2	4	328	600	438	0.73	0.7	0.221172	
6	2	4	329	300	96	0.32	0.3	0.0447969	
6	2	4	330	600	30	0.05	0.1	0.00307448	
6	2	4	331	600	342	0.57	0.7	0.298566	
6	2	4	332	600	528	0.88	0.8	0.0640263	
6	2	4	333	300	24	0.08	0.1	0.311721	
6	2	4	334	400	72	0.18	0.3	0.434462	
6	2	4	335	400	300	0.75	0.8	0.366229	
6	2	4	336	600	114	0.19	0.4	0.33567	
6	2	4	337	300	162	0.54	0.7	0.375839	
6	2	4	338	500	405	0.81	0.8	0.441283	
6	2	4	339	200	26	0.13	0.2	0.450889	
6	2	4	340	200	32	0.16	0.1	0.473032	
6	2	4	341	400	392	0.98	0.95	0.254276	
6	2	4	342	600	288	0.48	0.7	0.39353	
6	2	4	343	300	279	0.93	0.8	0.322948	
6	2	4	344	400	124	0.31	0.5	0.324349	
6	2	4	345	500	290	0.58	0.7	0.00329052	
6	2	4	346	500	310	0.62	0.7	0.00307416	
6	2	4	347	200	52	0.26	0.3	0.223604	
6	2	4	348	300	213	0.71	0.8	0.00309372	
6	2	4	349	300	114	0.38	0.4	0.282745	
6	2	4	350	300	36	0.12	0.3	0.260238	
6	2	4	351	400	112	0.28	0.5	0.848139	
6	2	4	352	400	272	0.68	0.8	0.113407	
6	2	4	353	300	111	0.37	0.6	0.149256	
6	2	4	354	600	234	0.39	0.5	0.210407	
6	2	4	355	600	552	0.92	0.8	0.258017	
6	2	4	356	300	99	0.33	0.6	0.00307809	
6	2	4	357	500	455	0.91	0.8	0.117287	
6	2	4	358	500	170	0.34	0.4	0.692946	
6	2	4	359	500	370	0.74	0.7	0.336311	
6	2	4	360	400	196	0.49	0.6	0.2927	
6	2	4	361	600	480	0.8	0.8	0.265825	
6	2	4	362	500	265	0.53	0.5	0.179525	
6	2	4	363	300	138	0.46	0.4	0.357107	
6	2	4	364	200	164	0.82	0.9	0.472805	
6	2	4	365	600	414	0.69	0.7	0.397955	
6	2	4	366	400	4	0.01	0.01	0.759547	
6	2	4	367	500	485	0.97	0.85	1.02893	
6	2	4	368	200	110	0.55	0.85	0.530053	
6	2	4	369	300	135	0.45	0.6	0.85136	
6	2	4	370	200	84	0.42	0.6	0.24279	
6	2	4	371	300	180	0.6	0.7	0.282113	
6	2	4	372	600	378	0.63	0.8	0.355946	
6	2	4	373	400	116	0.29	0.5	0.303508	
6	2	4	374	500	125	0.25	0.6	0.216907	
6	2	4	375	400	308	0.77	0.7	0.278688	
6	2	4	376	200	88	0.44	0.5	0.272751	
6	2	4	377	300	21	0.07	0.2	0.497937	
6	2	4	378	400	24	0.06	0.2	0.325585	
6	2	4	379	400	360	0.9	0.77	0.313917	
6	2	4	380	300	183	0.61	0.6	0.348577	
6	2	4	381	200	168	0.84	0.88	0.0702802	
6	2	4	382	400	344	0.86	0.88	0.518152	
6	2	4	383	200	192	0.96	0.95	0.0260894	
6	2	4	384	600	312	0.52	0.6	0.53345	
6	2	4	385	400	84	0.21	0.5	0.146867	
6	2	4	386	200	198	0.99	0.99	0.00929717	
6	2	4	387	500	330	0.66	0.8	0.0205618	
6	2	4	388	500	205	0.41	0.6	0.272782	
6	2	4	389	200	156	0.78	0.7	0.300222	
6	2	4	390	500	110	0.22	0.4	0.714714	
6	2	4	391	300	51	0.17	0.3	0.167563	
6	2	4	392	400	188	0.47	0.6	0.269236	
6	2	4	393	400	348	0.87	0.8	0.2649	
6	2	4	394	500	70	0.14	0.3	0.736568	
6	2	4	395	300	285	0.95	0.9	0.00310852	
6	2	4	396	400	80	0.2	0.3	0.271631	
6	2	4	397	500	115	0.23	0.3	0.145274	
6	2	4	398	200	100	0.5	0.5	0.00658568	
6	2	4	399	500	75	0.15	0.4	0.17817	
6	2	4	400	600	402	0.67	0.8	0.174157	
6	2	5	401	300	84	0.28	0.3	0.401594	
6	2	5	402	500	105	0.21	0.3	0.568326	
6	2	5	403	500	65	0.13	0.2	0.264399	
6	2	5	404	400	388	0.97	0.9	0.278061	
6	2	5	405	200	84	0.42	0.5	0.243424	
6	2	5	406	400	368	0.92	0.85	0.729147	
6	2	5	407	600	336	0.56	0.7	0.20848	
6	2	5	408	500	490	0.98	0.95	0.283897	
6	2	5	409	200	132	0.66	0.6	0.184581	
6	2	5	410	500	455	0.91	0.85	0.431136	
6	2	5	411	600	186	0.31	0.5	0.392776	
6	2	5	412	500	70	0.14	0.2	0.274376	
6	2	5	413	300	288	0.96	0.8	0.46835	
6	2	5	414	300	297	0.99	0.95	0.0636293	
6	2	5	415	500	400	0.8	0.8	0.256708	
6	2	5	416	400	208	0.52	0.6	0.27847	
6	2	5	417	400	260	0.65	0.7	0.858202	
6	2	5	418	200	166	0.83	0.8	0.53754	
6	2	5	419	300	81	0.27	0.4	0.241138	
6	2	5	420	500	290	0.58	0.6	0.349126	
6	2	5	421	600	144	0.24	0.3	0.0468063	
6	2	5	422	200	6	0.03	0.1	0.278544	
6	2	5	423	400	284	0.71	0.7	1.41644	
6	2	5	424	300	114	0.38	0.5	0.279228	
6	2	5	425	400	300	0.75	0.7	0.313024	
6	2	5	426	200	170	0.85	0.6	0.26475	
6	2	5	427	200	4	0.02	0.05	0.404738	
6	2	5	428	500	265	0.53	0.7	1.59906	
6	2	5	429	600	306	0.51	0.8	0.122139	
6	2	5	430	200	36	0.18	0.3	0.00296152	
6	2	5	431	200	8	0.04	0.1	0.645577	
6	2	5	432	200	144	0.72	0.7	0.00309041	
6	2	5	433	200	152	0.76	0.7	0.822889	
6	2	5	434	600	96	0.16	0.3	0.298063	
6	2	5	435	400	164	0.41	0.7	0.24574	
6	2	5	436	600	282	0.47	0.5	0.00297265	
6	2	5	437	500	30	0.06	0.3	0.00305452	
6	2	5	438	600	72	0.12	0.2	0.255063	
6	2	5	439	300	258	0.86	0.9	0.00296271	
6	2	5	440	300	138	0.46	0.5	0.408695	
6	2	5	441	500	5	0.01	0.001	0.368214	
6	2	5	442	200	154	0.77	0.8	0.783327	
6	2	5	443	400	180	0.45	0.7	0.344509	
6	2	5	444	300	222	0.74	0.8	0.0282607	
6	2	5	445	200	140	0.7	0.8	0.186233	
6	2	5	446	300	192	0.64	0.8	0.410006	
6	2	5	447	200	40	0.2	0.004	0.951383	
6	2	5	448	200	66	0.33	0.2	1.52187	
6	2	5	449	500	130	0.26	0.3	0.244819	
6	2	5	450	300	180	0.6	0.7	0.354465	
6	2	5	451	300	27	0.09	0.1	0.312217	
6	2	5	452	400	376	0.94	0.9	0.0979344	
6	2	5	453	300	105	0.35	0.5	0.247697	
6	2	5	454	300	120	0.4	0.4	0.395485	
6	2	5	455	600	408	0.68	0.8	0.185441	
6	2	5	456	500	315	0.63	0.7	0.173107	
6	2	5	457	600	216	0.36	0.6	0.250712	
6	2	5	458	600	234	0.39	0.5	0.244636	
6	2	5	459	400	220	0.55	0.7	0.364254	
6	2	5	460	200	146	0.73	0.8	0.00297067	
6	2	5	461	500	465	0.93	0.9	0.00297794	
6	2	5	462	300	15	0.05	0.1	0.211766	
6	2	5	463	600	132	0.22	0.1	0.353343	
6	2	5	464	400	216	0.54	0.4	0.273024	
6	2	5	465	200	86	0.43	0.6	0.668877	
6	2	5	466	300	102	0.34	0.5	0.238359	
6	2	5	467	300	261	0.87	0.9	0.216308	
6	2	5	468	600	402	0.67	0.85	0.471702	
6	2	5	469	400	100	0.25	0.4	0.145365	
6	2	5	470	400	360	0.9	0.8	0.267141	
6	2	5	471	200	124	0.62	0.7	0.258875	
6	2	5	472	600	534	0.89	0.9	0.244475	
6	2	5	473	500	395	0.79	0.9	0.252311	
6	2	5	474	400	148	0.37	0.6	0.00301738	
6	2	5	475	600	60	0.1	0.4	0.285901	
6	2	5	476	400	336	0.84	0.8	0.247759	
6	2	5	477	300	207	0.69	0.8	0.161276	
6	2	5	478	300	69	0.23	0.6	0.04111	
6	2	5	479	200	14	0.07	0.4	0.54294	
6	2	5	480	600	102	0.17	0.8	0.286558	
6	2	5	481	400	352	0.88	0.9	0.252269	
6	2	5	482	400	200	0.5	0.5	0.191891	
6	2	5	483	500	220	0.44	0.6	0.255208	
6	2	5	484	500	390	0.78	0.9	0.360703	
6	2	5	485	400	32	0.08	0.1	0.100428	
6	2	5	486	400	228	0.57	0.6	0.196451	
6	2	5	487	200	30	0.15	0.4	0.350213	
6	2	5	488	600	66	0.11	0.3	0.969445	
6	2	5	489	500	150	0.3	0.5	0.45083	
6	2	5	490	600	492	0.82	0.8	0.220996	
6	2	5	491	300	285	0.95	0.9	0.282715	
6	2	5	492	500	305	0.61	0.8	0.296462	
6	2	5	493	500	250	0.5	0.7	0.398116	
6	2	5	494	600	354	0.59	0.8	0.330027	
6	2	5	495	600	288	0.48	0.7	0.327792	
6	2	5	496	200	38	0.19	0.3	0.451257	
6	2	5	497	500	245	0.49	0.4	0.214822	
6	2	5	498	300	96	0.32	0.3	0.00297441	
6	2	5	499	600	486	0.81	0.9	0.282694	
6	2	5	500	400	116	0.29	0.6	0.210396	
6	2	6	501	500	225	0.45	0.6	0.343664	
6	2	6	502	600	420	0.7	0.8	0.189022	
6	2	6	503	600	48	0.08	0.1	0.279251	
6	2	6	504	200	172	0.86	0.9	0.288788	
6	2	6	505	400	320	0.8	0.95	0.290733	
6	2	6	506	400	312	0.78	0.9	0.326221	
6	2	6	507	400	332	0.83	0.8	0.0029685	
6	2	6	508	300	159	0.53	0.8	0.455916	
6	2	6	509	500	275	0.55	0.7	0.287035	
6	2	6	510	200	104	0.52	0.5	0.417007	
6	2	6	511	400	140	0.35	0.8	0.212678	
6	2	6	512	600	588	0.98	0.95	0.232427	
6	2	6	513	600	126	0.21	0.44	0.63413	
6	2	6	514	300	204	0.68	0.06	0.339261	
6	2	6	515	300	9	0.03	0.1	0.820287	
6	2	6	516	300	45	0.15	0.2	0.217504	
6	2	6	517	600	594	0.99	0.9	0.329071	
6	2	6	518	300	33	0.11	0.1	0.382619	
6	2	6	519	400	40	0.1	0.1	1.0863	
6	2	6	520	300	126	0.42	0.4	0.0213644	
6	2	6	521	500	405	0.81	0.7	0.271348	
6	2	6	522	200	68	0.34	0.5	0.219433	
6	2	6	523	600	138	0.23	0.6	0.109197	
6	2	6	524	400	304	0.76	0.8	0.288807	
6	2	6	525	400	124	0.31	0.7	0.262555	
6	2	6	526	600	84	0.14	0.4	0.602457	
6	2	6	527	500	215	0.43	0.7	0.408005	
6	2	6	528	200	186	0.93	0.9	0.291487	
6	2	6	529	400	232	0.58	0.7	0.367309	
6	2	6	530	200	130	0.65	0.6	0.460987	
6	2	6	531	500	150	0.3	0.5	0.380471	
6	2	6	532	300	186	0.62	0.8	0.250288	
